
4, 6.400000, 0.000000, 40.000000, 0.50, 0.94, 0.97, 0.60, 0.1040, 1.00, 1.00, 0, 0.0204, 4.0808
4, 6.400000, 0.000000, 40.000000, 0.50, 0.92, 0.93, 0.60, 0.0958, 2.00, 2.00, 0, -0.0408, -1.6319
4, 6.400000, 0.000000, 40.000000, 0.50, 0.77, 0.84, 0.55, 0.0489, 3.00, 3.00, 0, 0.0000, 3.6723
4, 6.400000, 0.000000, 40.000000, 0.50, 0.64, 0.71, 0.51, 0.0091, 4.00, 4.00, 0, 0.1020, 2.0404
4, 6.400000, 0.000000, 40.000000, 0.50, 0.59, 0.62, 0.48, -0.0215, 5.00, 5.00, 0, 0.1428, 6.1217
4, 6.400000, 0.000000, 40.000000, 0.50, 0.52, 0.53, 0.46, -0.0389, 6.00, 6.00, 0, -0.1632, -4.0808
4, 6.400000, 0.000000, 40.000000, 0.50, 0.50, 0.51, 0.45, -0.0470, 7.00, 7.00, 0, -0.0204, 1.2245
4, 6.400000, 0.000000, 40.000000, 0.50, 0.44, 0.42, 0.45, -0.0542, 8.00, 8.00, 0, 0.1020, 4.0808
4, 6.400000, 0.000000, 40.000000, 0.50, 0.46, 0.42, 0.46, -0.0440, 9.00, 9.00, 0, 0.1020, 3.2648
4, 6.400000, 0.000000, 40.000000, 1.00, 0.47, 0.43, 0.46, -0.5429, 10.00, 0.05, 0, -0.2244, -5.7132
4, 6.400000, 0.000000, 40.000000, 1.00, 0.35, 0.40, 0.49, -0.5113, 11.00, 1.05, 0, 0.0000, -0.8165
4, 6.400000, 0.000000, 40.000000, 1.00, 0.20, 0.23, 0.53, -0.4654, 12.00, 2.05, 0, 0.2040, 5.7132
4, 6.400000, 0.000000, 40.000000, 1.00, 0.22, 0.18, 0.61, -0.3858, 13.00, 3.05, 0, 0.0816, -1.6329
4, 6.400000, 0.000000, 40.000000, 1.00, 0.45, 0.36, 0.70, -0.2961, 14.00, 4.05, 0, 0.1836, 2.8569
4, 6.400000, 0.000000, 40.000000, 1.00, 0.59, 0.52, 0.80, -0.2002, 15.05, 5.10, 0, 0.1632, 3.6728
4, 6.400000, 0.000000, 40.000000, 1.00, 0.79, 0.69, 0.87, -0.1308, 16.05, 6.10, 0, 0.0000, -3.2644
4, 6.400000, 0.000000, 40.000000, 1.00, 0.83, 0.85, 0.90, -0.1022, 17.05, 7.10, 0, -0.0816, -1.6324
4, 6.400000, 0.000000, 40.000000, 1.00, 0.67, 0.77, 0.89, -0.1063, 18.05, 8.10, 0, -0.1224, -5.3047
4, 6.400000, 0.000000, 40.000000, 1.00, 0.54, 0.61, 0.89, -0.1124, 19.05, 9.10, 0, 0.1224, 5.7127
4, 6.400000, 0.000000, 40.000000, 1.00, 0.42, 0.48, 0.88, -0.1216, 20.05, 10.10, 0, 0.0000, 1.2244
4, 6.400000, 0.000000, 40.000000, 1.00, 0.35, 0.37, 0.89, -0.1063, 21.05, 11.10, 0, -0.1224, -2.8563
4, 6.400000, 0.000000, 40.000000, 1.00, 0.38, 0.34, 0.94, -0.0584, 22.05, 12.10, 0, -0.1428, -6.1212
4, 6.400000, 0.000000, 40.000000, 1.00, 0.62, 0.45, 1.01, 0.0131, 23.05, 13.10, 0, -0.1836, -8.1611
4, 6.400000, 0.000000, 40.000000, 1.00, 0.81, 0.67, 1.08, 0.0835, 24.05, 14.10, 0, 0.0204, -0.4080
4, 6.400000, 0.000000, 40.000000, 1.00, 0.93, 0.87, 1.11, 0.1079, 25.05, 15.10, 0, -0.1224, -6.1208
4, 6.400000, 0.000000, 40.000000, 1.50, 0.84, 0.87, 1.11, -0.3880, 26.10, 0.05, 0, 0.1836, 3.6728
4, 6.400000, 0.000000, 40.000000, 1.50, 0.70, 0.80, 1.08, -0.4247, 27.10, 1.05, 0, 0.0408, 1.2250
4, 6.400000, 0.000000, 40.000000, 1.50, 0.30, 0.50, 1.04, -0.4574, 28.10, 2.05, 0, -0.2245, -4.0813
4, 6.400000, 0.000000, 40.000000, 1.50, 0.20, 0.25, 1.07, -0.4319, 29.10, 3.05, 0, 0.1428, 2.0404
4, 6.400000, 0.000000, 40.000000, 1.50, 0.10, 0.14, 1.13, -0.3655, 30.10, 4.05, 0, 0.1632, 2.0399
4, 6.400000, 0.000000, 40.000000, 1.50, 0.30, 0.22, 1.24, -0.2554, 31.10, 5.05, 0, 0.1836, 0.4084
4, 6.400000, 0.000000, 40.000000, 1.50, 0.53, 0.44, 1.36, -0.1401, 32.10, 6.05, 0, 0.1632, 2.8569
4, 6.400000, 0.000000, 40.000000, 1.50, 0.84, 0.70, 1.46, -0.0421, 33.10, 7.05, 0, 0.0204, -0.8164
4, 6.400000, 0.000000, 40.000000, 1.50, 0.92, 0.91, 1.52, 0.0242, 34.10, 8.05, 0, 0.2449, 5.7137
4, 6.400000, 0.000000, 40.000000, 1.50, 0.86, 0.88, 1.55, 0.0476, 35.10, 9.05, 0, 0.1632, 5.3047
4, 6.400000, 0.000000, 40.000000, 1.50, 0.88, 0.87, 1.54, 0.0415, 36.15, 10.10, 0, 0.0204, 5.3047
4, 6.400000, 0.000000, 40.000000, 1.50, 0.87, 0.89, 1.53, 0.0323, 37.15, 11.10, 0, -0.0816, -2.8564
4, 6.400000, 0.000000, 40.000000, 1.50, 0.69, 0.77, 1.50, 0.0028, 38.15, 12.10, 0, 0.0612, 1.2244
4, 6.400000, 0.000000, 40.000000, 1.50, 0.61, 0.63, 1.48, -0.0207, 39.15, 13.10, 0, 0.0408, 2.0399
4, 6.400000, 0.000000, 40.000000, 1.50, 0.52, 0.57, 1.47, -0.0258, 40.15, 14.10, 0, -0.0816, -4.4892
4, 6.400000, 0.000000, 40.000000, 1.50, 0.57, 0.50, 1.49, -0.0064, 41.15, 15.10, 0, -0.0204, 0.0000
4, 6.400000, 0.000000, 40.000000, 1.50, 0.63, 0.57, 1.54, 0.0374, 42.15, 16.10, 0, 0.0816, -1.2249
4, 6.400000, 0.000000, 40.000000, 1.00, 0.93, 0.75, 1.59, 0.5854, 43.15, 1.00, 1, 0.1632, 2.8569
4, 6.400000, 0.000000, 40.000000, 1.00, 0.93, 0.91, 1.60, 0.6017, 44.15, 2.00, 1, 0.0000, 0.4080
4, 6.400000, 0.000000, 40.000000, 1.00, 0.94, 0.93, 1.59, 0.5946, 45.15, 3.00, 1, 0.0204, 2.8573
4, 6.400000, 0.000000, 40.000000, 1.00, 0.96, 0.93, 1.55, 0.5527, 46.15, 4.00, 1, 0.0000, 3.2649
4, 6.400000, 0.000000, 40.000000, 1.00, 0.95, 0.94, 1.51, 0.5068, 47.15, 5.00, 1, 0.0816, 3.2639
4, 6.400000, 0.000000, 40.000000, 1.00, 0.93, 0.92, 1.44, 0.4415, 48.15, 6.00, 1, -0.1020, -2.4489
4, 6.400000, 0.000000, 40.000000, 1.00, 0.93, 0.93, 1.37, 0.3691, 49.20, 7.05, 1, -0.0816, 0.0000
4, 6.400000, 0.000000, 40.000000, 1.00, 0.79, 0.84, 1.30, 0.3028, 50.20, 8.05, 1, 0.0408, 1.2239
4, 6.400000, 0.000000, 40.000000, 1.00, 0.79, 0.82, 1.23, 0.2334, 51.20, 9.05, 1, -0.0408, 2.4488
4, 6.400000, 0.000000, 40.000000, 1.00, 0.63, 0.69, 1.17, 0.1702, 52.20, 10.05, 1, -0.1632, -2.4488
4, 6.400000, 0.000000, 40.000000, 1.00, 0.59, 0.60, 1.15, 0.1477, 53.20, 11.05, 1, 0.0000, 0.0000
4, 6.400000, 0.000000, 40.000000, 1.00, 0.61, 0.61, 1.13, 0.1294, 54.20, 12.05, 1, -0.0204, -2.8574
4, 6.400000, 0.000000, 40.000000, 1.00, 0.64, 0.62, 1.12, 0.1161, 55.20, 13.05, 1, -0.0612, -2.0399
4, 6.400000, 0.000000, 40.000000, 1.00, 0.65, 0.62, 1.12, 0.1161, 56.20, 14.05, 1, 0.0000, -3.2649
4, 6.400000, 0.000000, 40.000000, 1.00, 0.72, 0.65, 1.11, 0.1090, 57.20, 15.05, 1, -0.0816, -0.8160
4, 6.400000, 0.000000, 40.000000, 1.00, 0.74, 0.69, 1.11, 0.1059, 58.20, 16.05, 1, -0.0408, -0.4080
4, 6.400000, 0.000000, 40.000000, 1.00, 0.74, 0.72, 1.09, 0.0937, 59.20, 17.05, 1, 0.0204, 3.6728
4, 6.400000, 0.000000, 40.000000, 1.00, 0.75, 0.75, 1.07, 0.0712, 60.20, 18.05, 1, -0.0612, -0.8165
4, 6.400000, 0.000000, 40.000000, 1.00, 0.69, 0.72, 1.03, 0.0345, 61.20, 19.05, 1, -0.1632, -2.4479
4, 6.400000, 0.000000, 40.000000, 1.00, 0.65, 0.71, 1.01, 0.0090, 62.20, 20.05, 1, -0.0204, 1.6324
4, 6.400000, 0.000000, 40.000000, 1.00, 0.47, 0.52, 0.98, -0.0206, 63.25, 21.10, 1, -0.1224, -2.0404
4, 6.400000, 0.000000, 40.000000, 1.00, 0.41, 0.44, 0.98, -0.0196, 64.25, 22.10, 1, 0.0408, 0.4080
4, 6.400000, 0.000000, 40.000000, 0.50, 0.57, 0.43, 1.01, 0.5100, 65.25, 0.70, 1, -0.0408, 0.0005
4, 6.400000, 0.000000, 40.000000, 0.50, 0.86, 0.70, 1.05, 0.5488, 66.25, 1.70, 1, -0.1020, -3.2649
4, 6.400000, 0.000000, 40.000000, 0.50, 0.98, 0.90, 1.05, 0.5549, 67.25, 2.70, 1, -0.0408, -1.2239
4, 6.400000, 0.000000, 40.000000, 0.50, 0.94, 0.92, 1.03, 0.5273, 68.25, 3.70, 1, -0.0612, 0.8160
4, 6.400000, 0.000000, 40.000000, 0.50, 0.96, 0.92, 0.97, 0.4702, 69.25, 4.70, 1, -0.1020, -1.2239
4, 6.400000, 0.000000, 40.000000, 0.50, 0.95, 0.93, 0.90, 0.3968, 70.30, 5.75, 1, -0.0816, -0.8165
4, 6.400000, 0.000000, 40.000000, 0.50, 0.83, 0.91, 0.81, 0.3080, 71.30, 6.75, 1, -0.0204, 2.0399
4, 6.400000, 0.000000, 40.000000, 0.50, 0.77, 0.83, 0.71, 0.2121, 72.30, 7.75, 1, -0.1836, -5.7127
4, 6.400000, 0.000000, 40.000000, 0.50, 0.59, 0.67, 0.63, 0.1346, 73.30, 8.75, 1, 0.0612, 2.8564
4, 6.400000, 0.000000, 40.000000, 0.50, 0.38, 0.47, 0.56, 0.0570, 74.30, 9.75, 1, 0.1428, 7.7531
4, 6.400000, 0.000000, 40.000000, 0.50, 0.23, 0.27, 0.52, 0.0152, 75.30, 10.75, 1, 0.0000, 0.8160
4, 6.400000, 0.000000, 40.000000, 0.50, 0.30, 0.23, 0.51, 0.0142, 76.30, 11.75, 1, -0.0408, 1.6324
4, 6.400000, 0.000000, 40.000000, 0.50, 0.42, 0.32, 0.54, 0.0407, 77.30, 12.75, 1, 0.2448, 6.5287
4, 6.400000, 0.000000, 40.000000, 0.50, 0.56, 0.45, 0.58, 0.0805, 78.30, 13.75, 1, 0.1224, 2.8564
4, 6.400000, 0.000000, 40.000000, 0.50, 0.65, 0.63, 0.60, 0.1040, 79.30, 14.75, 1, -0.0408, -2.4489
4, 6.400000, 0.000000, 40.000000, 0.50, 0.68, 0.65, 0.61, 0.1142, 80.30, 15.75, 1, 0.1020, 4.0808
4, 6.400000, 0.000000, 40.000000, 0.50, 0.76, 0.71, 0.59, 0.0917, 81.30, 16.75, 1, -0.1632, -2.8569
4, 6.400000, 0.000000, 40.000000, 0.50, 0.73, 0.77, 0.56, 0.0591, 82.30, 17.75, 1, -0.1836, -6.5287
4, 6.400000, 0.000000, 40.000000, 0.50, 0.67, 0.74, 0.50, -0.0011, 83.25, 18.70, 1, 0.0408, 4.4893
1, 6.400000, 0.000000, 40.000000, 0.00, 0.95, 0.93, 0.41, 0.4132, 84.30, 18.70, 1, 0.0204, 2.4484
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.29, 0.2938, 85.30, 18.70, 1, -0.3061, -4.8972
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1602, 86.30, 18.70, 1, -0.1020, 0.8162
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.11, 0.1112, 87.30, 18.70, 1, 0.1224, 3.6728
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.14, 0.1438, 88.30, 18.70, 1, 0.0000, -3.6726
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.19, 0.1887, 89.30, 18.70, 1, 0.1020, 2.0404
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1592, 90.30, 18.70, 1, -0.0408, -1.6324
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.14, 0.1398, 91.30, 18.70, 1, -0.0816, -3.2643
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1592, 92.30, 18.70, 1, 0.0816, 3.2643
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.17, 0.1683, 93.30, 18.70, 1, 0.0816, 1.6324
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1561, 94.30, 18.70, 1, 0.0408, 4.4890
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.15, 0.1520, 95.35, 18.70, 1, -0.1224, -3.6726
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1602, 96.35, 18.70, 1, 0.1020, 2.8566
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1551, 97.35, 18.70, 1, -0.2040, -1.2242
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1571, 98.35, 18.70, 1, 0.0408, 0.8162
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1561, 99.35, 18.70, 1, -0.2040, -8.5696
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1612, 100.35, 18.70, 1, -0.1428, -4.8970
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1602, 101.35, 18.70, 1, -0.1020, -4.4890
1, 6.400000, 0.000000, 40.000000, 0.00, 0.99, 0.98, 0.16, 0.1551, 102.35, 18.70, 1, 0.0816, 2.8566
