
4, 14.000000, 0.000000, 50.000000, 0.50, 0.94, 0.97, 0.65, 0.1519, 1.00, 1.00, 0, -0.1428, -1.2239
4, 14.000000, 0.000000, 50.000000, 0.50, 0.90, 0.89, 0.64, 0.1386, 2.00, 2.00, 0, -0.0612, -2.4489
4, 14.000000, 0.000000, 50.000000, 0.50, 0.93, 0.91, 0.60, 0.1019, 3.00, 3.00, 0, -0.0612, -0.8165
4, 14.000000, 0.000000, 50.000000, 0.50, 0.87, 0.91, 0.53, 0.0285, 4.00, 4.00, 0, -0.2244, -5.7132
4, 14.000000, 0.000000, 50.000000, 0.50, 0.69, 0.76, 0.46, -0.0440, 5.00, 5.00, 0, 0.0816, 4.0803
4, 14.000000, 0.000000, 50.000000, 0.50, 0.35, 0.48, 0.37, -0.1327, 6.00, 6.00, 0, -0.1632, -0.8165
4, 14.000000, 0.000000, 50.000000, 0.50, 0.15, 0.21, 0.33, -0.1654, 7.00, 7.00, 0, 0.0000, -2.4489
4, 14.000000, 0.000000, 50.000000, 0.50, 0.04, 0.06, 0.33, -0.1725, 8.00, 8.00, 0, -0.0204, 0.4085
4, 14.000000, 0.000000, 50.000000, 0.50, 0.12, 0.06, 0.38, -0.1235, 9.00, 9.00, 0, 0.1020, 3.6728
4, 14.000000, 0.000000, 50.000000, 0.50, 0.25, 0.14, 0.44, -0.0603, 10.00, 10.00, 0, 0.1632, 2.8559
4, 14.000000, 0.000000, 50.000000, 0.50, 0.46, 0.37, 0.51, 0.0091, 11.00, 11.00, 0, -0.1224, -6.9371
4, 14.000000, 0.000000, 50.000000, 0.50, 0.71, 0.64, 0.57, 0.0662, 12.00, 12.00, 0, 0.0408, -3.6733
4, 14.000000, 0.000000, 50.000000, 0.50, 0.84, 0.79, 0.57, 0.0693, 13.00, 13.00, 0, 0.0000, -0.8165
4, 14.000000, 0.000000, 50.000000, 0.50, 0.87, 0.85, 0.55, 0.0458, 14.00, 14.00, 0, 0.0000, 3.2648
